age,gender,income,employment_status,credit_score,loan_amount,previous_defaults,education,loan_approved
48,Male,18000.0,Employed,808.0,19300.0,0,Bachelor,1
30,Female,19800.0,Retired,668.0,27100.0,4,High School,0
53,Male,22000.0,Employed,631.0,33500.0,0,Bachelor,0
36,Male,24700.0,Employed,509.0,54800.0,0,High School,0
30,Female,46300.0,Self-Employed,800.0,11800.0,0,Master,1
53,Male,21200.0,Self-Employed,804.0,30600.0,1,High School,0
56,Female,25300.0,Employed,506.0,27200.0,0,High School,0
23,Female,18000.0,Self-Employed,698.0,31400.0,0,Bachelor,0
25,Male,28800.0,Employed,760.0,13600.0,0,High School,1
32,Female,57600.0,Self-Employed,721.0,19200.0,0,Bachelor,1
64,Male,39700.0,Employed,643.0,13600.0,0,Bachelor,1
33,Male,41800.0,Employed,600.0,22300.0,0,High School,1
44,Female,40100.0,Self-Employed,779.0,10700.0,0,Bachelor,1
64,Female,21100.0,Employed,746.0,40900.0,0,Bachelor,0
52,Male,32700.0,Employed,734.0,19600.0,0,Bachelor,1
36,Female,44800.0,Self-Employed,780.0,50800.0,1,Bachelor,0
52,Female,65200.0,Employed,850.0,12100.0,0,High School,1
65,Female,48100.0,Employed,652.0,20300.0,0,High School,1
57,Male,62300.0,Unemployed,652.0,19200.0,0,Bachelor,1
56,Male,23300.0,Self-Employed,646.0,26900.0,1,Master,0
41,Male,18900.0,Self-Employed,602.0,28400.0,0,High School,0
67,Female,18000.0,Self-Employed,782.0,8100.0,3,Bachelor,0
32,Male,60400.0,Unemployed,794.0,36800.0,1,High School,0
41,Female,19500.0,Self-Employed,771.0,30800.0,0,High School,0
41,Male,68200.0,Employed,822.0,7300.0,0,PhD,1
63,Male,32100.0,Employed,689.0,42800.0,1,Master,0
26,Male,92400.0,Employed,712.0,8500.0,0,High School,1
29,Female,32100.0,Employed,735.0,21300.0,0,Master,1
21,Male,33000.0,Employed,644.0,15100.0,0,High School,1
32,Female,41500.0,Retired,589.0,16200.0,0,Master,1
34,Male,32600.0,Employed,692.0,14700.0,0,Master,1
26,Male,49500.0,Self-Employed,640.0,24700.0,0,High School,1
21,Male,23800.0,Employed,850.0,10600.0,0,High School,1
42,Male,44100.0,Employed,553.0,31700.0,0,Master,1
54,Male,27600.0,Employed,675.0,24900.0,0,Bachelor,1
31,Male,36200.0,Retired,705.0,16400.0,0,Bachelor,1
23,Male,20200.0,Employed,609.0,30500.0,0,Bachelor,0
62,Male,62100.0,Employed,641.0,13300.0,0,Bachelor,1
26,Female,33600.0,Employed,685.0,17600.0,0,High School,1
26,Female,63500.0,Employed,581.0,7300.0,0,Bachelor,1
40,Male,27800.0,Employed,715.0,12900.0,0,Master,1
41,Female,40000.0,Employed,814.0,10700.0,0,Master,1
22,Female,63800.0,Unemployed,648.0,6300.0,0,Bachelor,1
46,Male,22300.0,Employed,745.0,16400.0,0,High School,1
51,Female,25800.0,Employed,825.0,16800.0,0,Master,1
46,Female,60200.0,Unemployed,766.0,21600.0,0,High School,1
52,Male,78700.0,Self-Employed,618.0,25500.0,2,Bachelor,0
30,Male,40500.0,Self-Employed,549.0,15700.0,0,Bachelor,1
43,Female,24700.0,Employed,654.0,24300.0,1,Bachelor,0
26,Female,34200.0,Self-Employed,685.0,30900.0,0,Master,1
43,Male,107500.0,Employed,504.0,34800.0,0,Bachelor,1
48,Male,20600.0,Employed,682.0,25500.0,0,High School,1
50,Male,52300.0,Employed,610.0,24200.0,0,PhD,1
34,Female,42700.0,Employed,670.0,10000.0,0,Bachelor,1
57,Female,22500.0,Employed,654.0,29300.0,0,Bachelor,0
52,Female,34300.0,Self-Employed,662.0,9900.0,2,High School,0
54,Male,18000.0,Self-Employed,744.0,21900.0,0,Bachelor,1
61,Female,46400.0,Retired,595.0,26800.0,2,Bachelor,0
64,Female,49800.0,Employed,524.0,23400.0,0,High School,1
42,Male,20300.0,Self-Employed,751.0,3700.0,0,High School,1
51,Male,53000.0,Employed,735.0,29200.0,1,High School,1
27,Female,28800.0,Employed,726.0,44600.0,0,Master,0
61,Female,27500.0,Self-Employed,605.0,7000.0,0,High School,1
41,Male,24600.0,Self-Employed,732.0,20100.0,0,Master,1
36,Female,55900.0,Employed,571.0,16100.0,0,Bachelor,1
40,Male,18000.0,Employed,654.0,18500.0,0,Bachelor,1
63,Female,18100.0,Employed,809.0,39000.0,0,High School,0
64,Female,29800.0,Self-Employed,731.0,20800.0,0,High School,1
67,Male,30400.0,Self-Employed,674.0,10000.0,0,High School,1
39,Female,54900.0,Employed,668.0,12100.0,0,High School,1
52,Female,38300.0,Employed,586.0,11300.0,0,High School,1
35,Male,38400.0,Employed,818.0,5900.0,0,High School,1
25,Female,18000.0,Employed,766.0,13000.0,0,Bachelor,1
31,Male,35800.0,Employed,748.0,27100.0,0,High School,1
35,Male,18000.0,Employed,672.0,22000.0,0,Bachelor,1
49,Male,45200.0,Self-Employed,649.0,20000.0,2,High School,0
65,Male,56300.0,Employed,615.0,15200.0,0,High School,1
24,Female,27200.0,Employed,802.0,17300.0,1,Master,0
56,Male,48400.0,Self-Employed,526.0,24900.0,1,Bachelor,0
43,Female,32200.0,Employed,728.0,30000.0,2,High School,0
35,Female,74300.0,Self-Employed,546.0,21600.0,1,PhD,0
66,Male,45000.0,Employed,663.0,9400.0,1,Bachelor,1
64,Female,23900.0,Employed,678.0,13900.0,0,Bachelor,1
23,Male,72100.0,Employed,571.0,23400.0,1,Bachelor,1
52,Male,60700.0,Employed,607.0,12100.0,0,High School,1
30,Male,32700.0,Self-Employed,742.0,12500.0,0,Bachelor,1
60,Male,51400.0,Employed,806.0,27400.0,0,Bachelor,1
58,Male,51000.0,Retired,707.0,29000.0,0,High School,1
42,Female,32400.0,Self-Employed,622.0,10100.0,0,Master,1
34,Male,41500.0,Employed,598.0,8000.0,0,Bachelor,1
37,Male,45400.0,Retired,617.0,8700.0,0,Master,1
41,Female,28600.0,Employed,678.0,26900.0,0,High School,1
35,Female,78700.0,Employed,702.0,10900.0,0,Bachelor,1
35,Female,18000.0,Self-Employed,784.0,13100.0,0,High School,1
21,Male,56300.0,Employed,674.0,8600.0,0,Master,1
44,Female,21800.0,Retired,624.0,18200.0,0,Bachelor,0
32,Female,35500.0,Retired,584.0,15700.0,0,High School,1
30,Female,18000.0,Unemployed,662.0,23500.0,0,Bachelor,0
66,Female,20800.0,Unemployed,540.0,22100.0,0,Master,0
62,Male,38400.0,Employed,629.0,5600.0,1,Bachelor,1
62,Male,41600.0,Employed,573.0,22300.0,0,High School,1
51,Male,68200.0,Employed,658.0,17100.0,0,High School,1
31,Male,32900.0,Self-Employed,719.0,37800.0,0,High School,1
36,Female,54600.0,Employed,712.0,11000.0,0,Bachelor,1
29,Male,39900.0,Self-Employed,738.0,25100.0,0,High School,1
67,Female,53600.0,Retired,601.0,19000.0,0,Master,1
34,Female,23200.0,Employed,801.0,10800.0,0,Bachelor,1
39,Male,42000.0,Employed,737.0,34200.0,0,Bachelor,1
51,Male,48400.0,Employed,734.0,22900.0,0,Bachelor,1
29,Female,31300.0,Self-Employed,776.0,14700.0,0,Bachelor,1
56,Female,48600.0,Self-Employed,695.0,10700.0,1,Bachelor,0
59,Male,50900.0,Employed,670.0,36100.0,0,Bachelor,1
46,Male,31000.0,Self-Employed,795.0,30200.0,0,High School,1
28,Female,59100.0,Employed,609.0,18200.0,0,High School,1
44,Female,18000.0,Employed,662.0,17900.0,0,High School,1
28,Male,18000.0,Employed,778.0,9200.0,0,Bachelor,1
39,Female,23900.0,Employed,662.0,41100.0,0,High School,0
67,Male,46200.0,Employed,630.0,9200.0,0,High School,1
50,Male,27500.0,Self-Employed,600.0,31000.0,3,Bachelor,0
42,Male,20600.0,Retired,700.0,60600.0,3,High School,0
29,Male,38400.0,Employed,644.0,11400.0,2,High School,0
64,Male,42200.0,Unemployed,722.0,13400.0,0,High School,1
24,Male,29200.0,Employed,820.0,11200.0,0,High School,1
57,Male,22200.0,Retired,771.0,38000.0,0,Bachelor,0
28,Male,40300.0,Employed,482.0,19500.0,0,High School,1
21,Male,59700.0,Employed,741.0,7400.0,0,Bachelor,1
48,Female,21900.0,Employed,747.0,9400.0,4,Bachelor,0
26,Male,88500.0,Self-Employed,655.0,26900.0,0,Bachelor,1
67,Male,30200.0,Employed,786.0,11600.0,0,Master,1
56,Female,29200.0,Employed,705.0,6300.0,0,Master,1
31,Female,42900.0,Employed,515.0,25300.0,0,Bachelor,1
25,Male,42300.0,Employed,692.0,22500.0,0,High School,1
44,Female,18000.0,Employed,657.0,11400.0,0,Bachelor,1
67,Female,38000.0,Employed,627.0,14600.0,0,High School,1
38,Female,53600.0,Employed,711.0,14800.0,1,High School,1
40,Male,67100.0,Employed,735.0,16100.0,0,Bachelor,1
48,Female,37900.0,Employed,737.0,40900.0,0,High School,1
33,Male,33600.0,Employed,739.0,28100.0,0,Bachelor,1
25,Female,57700.0,Employed,582.0,25600.0,1,Bachelor,0
50,Female,98300.0,Employed,590.0,17100.0,1,Bachelor,1
21,Male,42100.0,Employed,703.0,11400.0,0,Bachelor,1
42,Female,36600.0,Employed,772.0,42800.0,0,Bachelor,1
38,Male,75200.0,Employed,710.0,17900.0,0,High School,1
66,Female,22800.0,Employed,501.0,10200.0,1,High School,0
25,Male,41400.0,Employed,727.0,110200.0,1,Bachelor,0
51,Male,133800.0,Employed,548.0,20700.0,0,Bachelor,1
26,Male,50300.0,Employed,738.0,9100.0,0,High School,1
47,Female,58900.0,Employed,633.0,30600.0,0,Bachelor,1
45,Male,34100.0,Employed,706.0,32200.0,0,PhD,1
49,Male,53800.0,Employed,850.0,14200.0,0,PhD,1
48,Male,73700.0,Employed,650.0,10500.0,0,Bachelor,1
36,Female,18800.0,Employed,616.0,15400.0,0,Bachelor,1
32,Female,38200.0,Unemployed,643.0,27200.0,0,Bachelor,0
40,Male,47800.0,Employed,552.0,29100.0,1,Bachelor,0
38,Male,39000.0,Employed,595.0,12500.0,1,High School,0
54,Male,31500.0,Employed,771.0,42100.0,1,Bachelor,0
43,Male,80600.0,Employed,512.0,7200.0,0,High School,1
65,Male,44400.0,Employed,627.0,12600.0,0,High School,1
47,Female,28300.0,Employed,700.0,16800.0,0,Bachelor,1
37,Male,65700.0,Self-Employed,645.0,15000.0,0,Bachelor,1
41,Male,80400.0,Self-Employed,795.0,13200.0,1,Bachelor,1
60,Male,71000.0,Employed,666.0,38600.0,0,Bachelor,1
51,Female,32600.0,Employed,651.0,16600.0,0,Bachelor,1
23,Female,33300.0,Employed,693.0,22600.0,0,High School,1
37,Female,23900.0,Employed,703.0,22000.0,0,Bachelor,1
46,Male,45600.0,Employed,680.0,22400.0,0,Master,1
43,Male,69500.0,Employed,674.0,16300.0,0,Bachelor,1
26,Male,53200.0,Employed,514.0,6100.0,0,Master,1
48,Male,96400.0,Employed,584.0,31000.0,3,Bachelor,0
28,Male,18000.0,Employed,729.0,17200.0,1,Bachelor,0
65,Female,43000.0,Employed,766.0,13600.0,0,High School,1
28,Female,60800.0,Self-Employed,789.0,13600.0,0,High School,1
39,Female,29600.0,Retired,557.0,21700.0,0,Bachelor,0
58,Male,22800.0,Unemployed,609.0,13400.0,3,High School,0
49,Female,21900.0,Employed,807.0,15800.0,0,High School,1
43,Male,42300.0,Employed,648.0,27300.0,2,Bachelor,0
67,Male,21700.0,Employed,733.0,20400.0,0,High School,1
52,Female,83800.0,Employed,850.0,10700.0,1,Bachelor,1
30,Male,51900.0,Employed,769.0,25100.0,1,Bachelor,1
47,Male,36300.0,Employed,662.0,15100.0,1,Bachelor,1
21,Male,38600.0,Employed,668.0,29900.0,1,Bachelor,0
59,Female,68900.0,Employed,725.0,14300.0,0,Master,1
49,Female,78500.0,Employed,517.0,19700.0,1,High School,0
65,Male,25200.0,Employed,717.0,25800.0,0,Bachelor,1
23,Female,27800.0,Employed,656.0,10700.0,1,Bachelor,0
67,Male,33600.0,Self-Employed,673.0,27700.0,0,High School,1
57,Male,29400.0,Employed,689.0,50000.0,0,Bachelor,0
51,Female,18000.0,Employed,813.0,24000.0,0,Bachelor,1
31,Female,26700.0,Employed,702.0,20400.0,0,High School,1
42,Female,28200.0,Self-Employed,700.0,30800.0,1,Bachelor,0
38,Male,22000.0,Employed,741.0,29700.0,0,Master,1
55,Female,50000.0,Employed,686.0,19600.0,0,High School,1
26,Female,37700.0,Employed,736.0,10300.0,0,High School,1
23,Female,54600.0,Unemployed,670.0,12200.0,1,Bachelor,0
25,Male,24500.0,Employed,779.0,14500.0,0,PhD,1
29,Female,55100.0,Employed,789.0,8400.0,3,High School,0
48,Female,43100.0,Employed,737.0,41500.0,0,Master,1
39,Male,30500.0,Retired,485.0,10300.0,0,Bachelor,1
48,Male,89500.0,Employed,695.0,17500.0,0,Bachelor,1
47,Male,42500.0,Employed,516.0,10500.0,0,PhD,1
33,Female,30800.0,Employed,712.0,25700.0,0,Master,1
58,Female,46200.0,Employed,816.0,32700.0,0,High School,1
63,Female,25000.0,Employed,777.0,8200.0,0,High School,1
41,Female,36700.0,Employed,657.0,26800.0,1,High School,0
47,Male,110700.0,Self-Employed,666.0,8800.0,0,Bachelor,1
66,Male,18000.0,Employed,524.0,14200.0,0,Bachelor,1
26,Male,30800.0,Employed,681.0,88500.0,0,Bachelor,0
58,Male,37300.0,Employed,663.0,21300.0,0,Bachelor,1
31,Male,33400.0,Employed,573.0,31000.0,0,PhD,1
67,Male,31200.0,Employed,597.0,21800.0,0,High School,1
61,Male,93600.0,Employed,578.0,16400.0,0,Bachelor,1
37,Male,30400.0,Employed,850.0,12500.0,0,High School,1
59,Male,48900.0,Employed,690.0,43800.0,4,Bachelor,0
27,Male,29500.0,Retired,744.0,57100.0,0,High School,0
50,Male,49000.0,Self-Employed,758.0,18600.0,0,Bachelor,1
41,Female,64100.0,Employed,817.0,37300.0,0,Master,1
21,Female,38700.0,Employed,814.0,30500.0,0,PhD,1
45,Female,30200.0,Unemployed,760.0,16100.0,0,High School,0
52,Male,37700.0,Employed,551.0,18700.0,0,PhD,1
28,Female,52400.0,Employed,761.0,13900.0,0,Bachelor,1
25,Female,61900.0,Employed,646.0,61400.0,0,Bachelor,1
50,Female,45600.0,Employed,573.0,29300.0,0,High School,1
28,Male,38600.0,Unemployed,648.0,18400.0,0,Bachelor,0
39,Female,76100.0,Unemployed,693.0,13500.0,1,Bachelor,0
64,Female,29300.0,Employed,462.0,24600.0,0,Bachelor,0
50,Female,32700.0,Employed,714.0,8300.0,1,High School,1
35,Female,98400.0,Employed,777.0,11500.0,0,Bachelor,1
56,Male,38200.0,Employed,687.0,16000.0,0,Bachelor,1
64,Female,55800.0,Employed,588.0,14000.0,0,High School,1
47,Male,25800.0,Retired,732.0,15900.0,0,PhD,1
33,Female,66200.0,Employed,678.0,27100.0,2,High School,0
34,Male,22600.0,Employed,828.0,57800.0,0,Bachelor,0
57,Male,21800.0,Employed,485.0,27700.0,0,High School,0
50,Male,62700.0,Retired,461.0,16400.0,0,Bachelor,1
59,Female,33500.0,Employed,672.0,33000.0,0,Master,1
67,Male,35600.0,Employed,641.0,18600.0,0,Bachelor,1
33,Female,49800.0,Employed,703.0,5900.0,1,High School,1
36,Female,34700.0,Self-Employed,715.0,37000.0,0,Master,1
64,Male,23800.0,Employed,809.0,8900.0,1,High School,1
27,Male,30200.0,Unemployed,660.0,19500.0,0,High School,0
47,Male,24700.0,Employed,718.0,11200.0,0,Bachelor,1
65,Female,71700.0,Employed,568.0,9100.0,2,Master,0
55,Female,73300.0,Self-Employed,850.0,13800.0,1,High School,1
35,Male,26400.0,Self-Employed,774.0,3900.0,1,Bachelor,1
48,Male,49900.0,Employed,755.0,11900.0,0,Bachelor,1
55,Female,35000.0,Employed,611.0,23200.0,0,Bachelor,1
27,Female,83300.0,Retired,796.0,22500.0,1,High School,1
66,Female,131200.0,Employed,766.0,5900.0,0,PhD,1
66,Female,57900.0,Employed,734.0,32300.0,1,High School,0
40,Male,31000.0,Employed,671.0,74900.0,1,High School,0
52,Male,22500.0,Employed,591.0,50900.0,1,High School,0
58,Male,45400.0,Self-Employed,675.0,13100.0,0,Master,1
60,Male,37100.0,Employed,613.0,12100.0,0,High School,1
52,Male,19500.0,Employed,713.0,10500.0,0,High School,1
46,Male,41800.0,Employed,586.0,53900.0,3,High School,0
59,Male,115400.0,Unemployed,619.0,13200.0,1,Bachelor,0
40,Female,60000.0,Self-Employed,503.0,11800.0,1,Bachelor,0
38,Female,22500.0,Self-Employed,725.0,29800.0,0,PhD,0
35,Female,39800.0,Employed,717.0,35700.0,0,Master,1
42,Female,48400.0,Employed,637.0,32400.0,1,Master,0
42,Male,51300.0,Unemployed,473.0,9600.0,0,Bachelor,0
41,Female,18000.0,Self-Employed,537.0,24200.0,0,Master,0
22,Male,37800.0,Self-Employed,689.0,43400.0,1,Bachelor,0
60,Female,45700.0,Employed,765.0,18100.0,0,High School,1
63,Male,36600.0,Employed,596.0,21500.0,0,High School,1
38,Female,18000.0,Self-Employed,783.0,20400.0,0,Bachelor,1
43,Male,37200.0,Employed,823.0,15300.0,1,PhD,1
33,Male,59400.0,Employed,719.0,23700.0,2,High School,0
61,Female,30200.0,Employed,769.0,30700.0,0,PhD,1
29,Male,31700.0,Employed,584.0,39400.0,1,High School,0
27,Female,80700.0,Self-Employed,529.0,17400.0,0,Bachelor,1
61,Female,36300.0,Employed,838.0,18800.0,0,Bachelor,1
21,Female,42400.0,Self-Employed,596.0,13300.0,1,Bachelor,0
22,Female,18000.0,Employed,778.0,46500.0,0,PhD,0
24,Female,23700.0,Unemployed,716.0,13900.0,0,Bachelor,0
34,Male,120000.0,Employed,830.0,17000.0,0,High School,1
52,Female,91800.0,Self-Employed,746.0,18900.0,0,Bachelor,1
56,Female,50800.0,Employed,580.0,20400.0,0,Bachelor,1
22,Female,18000.0,Employed,651.0,7300.0,0,Master,1
60,Male,20600.0,Employed,740.0,25000.0,1,Bachelor,0
34,Female,20300.0,Unemployed,633.0,23500.0,0,Bachelor,0
40,Female,20200.0,Employed,769.0,19800.0,0,Master,1
45,Female,33100.0,Employed,688.0,22400.0,0,PhD,1
62,Male,59300.0,Employed,771.0,17500.0,0,Master,1
28,Male,29300.0,Employed,776.0,7600.0,2,Master,0
48,Male,34400.0,Unemployed,706.0,34800.0,0,Bachelor,0
66,Female,34400.0,Employed,669.0,7500.0,0,Bachelor,1
41,Female,63000.0,Employed,634.0,10700.0,1,High School,1
43,Male,62700.0,Employed,583.0,37000.0,1,Bachelor,0
52,Male,43500.0,Employed,826.0,8000.0,0,High School,1
28,Male,76100.0,Employed,687.0,16400.0,0,High School,1
51,Male,33100.0,Employed,659.0,53500.0,1,Bachelor,0
57,Female,96100.0,Employed,660.0,18800.0,0,High School,1
36,Female,29600.0,Employed,676.0,7900.0,0,High School,1
60,Male,18000.0,Self-Employed,638.0,28300.0,0,High School,0
62,Female,21300.0,Employed,631.0,23600.0,0,Bachelor,0
47,Male,20400.0,Employed,564.0,19400.0,1,Bachelor,0
60,Female,27700.0,Employed,684.0,5300.0,0,Master,1
61,Male,70600.0,Employed,791.0,39500.0,0,Bachelor,1
38,Male,32100.0,Employed,619.0,52100.0,0,Bachelor,0
55,Male,20400.0,Employed,727.0,17800.0,0,Bachelor,1
35,Female,19400.0,Self-Employed,729.0,12100.0,0,Master,1
47,Female,39000.0,Unemployed,714.0,24800.0,1,High School,0
37,Female,86000.0,Self-Employed,839.0,25000.0,1,High School,1
60,Male,44800.0,Employed,731.0,26400.0,1,Bachelor,1
22,Male,64300.0,Employed,686.0,18100.0,0,Master,1
51,Male,49100.0,Retired,709.0,25000.0,0,Bachelor,1
57,Female,18700.0,Employed,752.0,28300.0,0,Bachelor,0
61,Male,54200.0,Employed,828.0,84000.0,2,Bachelor,0
61,Female,22700.0,Employed,660.0,23500.0,0,PhD,1
54,Female,32600.0,Employed,695.0,20100.0,1,Bachelor,0
54,Female,28000.0,Employed,850.0,7200.0,0,Bachelor,1
23,Male,38100.0,Unemployed,676.0,7600.0,1,High School,0
37,Male,35400.0,Employed,672.0,19400.0,0,PhD,1
34,Male,33200.0,Employed,609.0,17200.0,0,Master,1
34,Female,35000.0,Employed,687.0,10200.0,0,High School,1
66,Female,45900.0,Employed,674.0,10000.0,0,High School,1
58,Male,35000.0,Employed,713.0,25900.0,1,Master,0
55,Male,36800.0,Employed,703.0,12700.0,3,PhD,0
21,Female,108700.0,Employed,512.0,11400.0,0,Bachelor,1
49,Female,67500.0,Employed,569.0,9600.0,0,High School,1
24,Male,31300.0,Employed,666.0,11100.0,1,High School,1
53,Female,42300.0,Employed,644.0,14400.0,0,Master,1
37,Male,40700.0,Employed,592.0,17800.0,0,Bachelor,1
48,Male,41800.0,Employed,524.0,20700.0,1,Bachelor,0
46,Female,39700.0,Employed,818.0,14000.0,0,High School,1
28,Female,41900.0,Employed,817.0,6200.0,0,High School,1
54,Female,35400.0,Employed,744.0,9200.0,0,High School,1
38,Male,29500.0,Employed,630.0,13300.0,0,Master,1
51,Female,33100.0,Employed,805.0,33500.0,3,Bachelor,0
47,Male,18000.0,Self-Employed,619.0,17000.0,2,Bachelor,0
36,Male,56800.0,Employed,717.0,23300.0,0,Master,1
30,Female,51100.0,Employed,613.0,41800.0,1,Bachelor,0
60,Male,109700.0,Unemployed,682.0,16300.0,0,Bachelor,1
32,Female,22100.0,Employed,721.0,17900.0,0,High School,1
42,Female,32800.0,Employed,553.0,18500.0,1,Bachelor,0
36,Male,71900.0,Employed,644.0,18700.0,0,Bachelor,1
32,Male,48000.0,Employed,701.0,9700.0,0,Bachelor,1
31,Male,90700.0,Employed,573.0,24300.0,1,Bachelor,1
40,Male,84000.0,Self-Employed,600.0,19100.0,0,Bachelor,1
21,Female,18000.0,Employed,701.0,11000.0,0,Master,1
47,Female,45600.0,Employed,635.0,16200.0,0,High School,1
23,Male,45800.0,Employed,575.0,5900.0,4,Bachelor,0
32,Male,39700.0,Employed,683.0,7200.0,3,High School,0
50,Female,32300.0,Employed,717.0,30700.0,0,PhD,1
29,Female,87600.0,Employed,850.0,15800.0,1,Bachelor,1
57,Male,39600.0,Employed,687.0,40100.0,0,Bachelor,1
21,Male,18000.0,Employed,681.0,18700.0,0,Bachelor,1
62,Female,32200.0,Employed,656.0,20600.0,0,High School,1
24,Male,113100.0,Employed,778.0,17800.0,0,Bachelor,1
35,Male,23000.0,Self-Employed,708.0,9800.0,0,Master,1
47,Female,73800.0,Employed,751.0,23100.0,0,High School,1
28,Female,67600.0,Employed,699.0,12100.0,0,Master,1
43,Female,35300.0,Self-Employed,758.0,21800.0,4,Bachelor,0
35,Female,44100.0,Unemployed,712.0,10900.0,0,High School,1
47,Female,38800.0,Self-Employed,560.0,28200.0,0,Bachelor,0
51,Male,30800.0,Employed,656.0,23400.0,0,High School,1
59,Male,28700.0,Retired,658.0,37600.0,0,Bachelor,0
67,Male,81700.0,Employed,718.0,27800.0,1,Bachelor,1
28,Male,36800.0,Employed,693.0,17400.0,0,High School,1
50,Female,27300.0,Retired,793.0,45300.0,2,High School,0
62,Female,52800.0,Self-Employed,714.0,22700.0,2,Bachelor,0
38,Female,49700.0,Employed,720.0,4500.0,1,Master,1
24,Female,19000.0,Self-Employed,594.0,12500.0,0,Bachelor,0
67,Male,29100.0,Employed,693.0,16500.0,3,Bachelor,0
63,Male,18000.0,Employed,662.0,39500.0,0,Master,0
42,Female,143600.0,Employed,504.0,13900.0,2,Bachelor,0
23,Female,33500.0,Retired,568.0,11900.0,0,High School,1
35,Female,28600.0,Employed,741.0,5300.0,0,Bachelor,1
55,Female,31300.0,Self-Employed,736.0,39200.0,0,PhD,0
67,Female,27500.0,Employed,630.0,42800.0,0,Bachelor,0
58,Female,36600.0,Self-Employed,633.0,9100.0,1,Master,0
53,Male,74400.0,Employed,584.0,7700.0,0,Bachelor,1
34,Female,42100.0,Employed,764.0,33700.0,0,Bachelor,1
21,Female,20100.0,Self-Employed,611.0,39200.0,0,High School,0
46,Male,22600.0,Employed,632.0,11700.0,0,Bachelor,1
28,Female,43800.0,Employed,766.0,15700.0,0,Bachelor,1
36,Male,26500.0,Employed,765.0,25200.0,0,Bachelor,1
58,Female,36500.0,Employed,665.0,9800.0,0,Master,1
30,Male,150700.0,Employed,681.0,10500.0,0,High School,1
62,Female,24300.0,Employed,720.0,14700.0,0,Bachelor,1
57,Male,19500.0,Employed,645.0,9900.0,0,High School,1
46,Female,27700.0,Self-Employed,672.0,103500.0,1,High School,0
48,Male,18000.0,Unemployed,663.0,38100.0,1,Bachelor,0
32,Male,76300.0,Self-Employed,738.0,15000.0,3,PhD,0
40,Male,22500.0,Employed,800.0,19500.0,0,PhD,1
34,Female,24700.0,Self-Employed,777.0,6900.0,0,Bachelor,1
66,Male,20600.0,Employed,766.0,23000.0,0,Bachelor,1
55,Male,18000.0,Self-Employed,587.0,28100.0,1,Bachelor,0
49,Female,39000.0,Employed,790.0,12100.0,0,Bachelor,1
32,Male,27600.0,Employed,623.0,13800.0,0,Bachelor,1
38,Female,18000.0,Employed,529.0,10400.0,1,Bachelor,0
64,Male,33300.0,Employed,608.0,41400.0,0,Master,1
22,Female,48200.0,Self-Employed,672.0,40200.0,0,Bachelor,1
22,Male,32200.0,Self-Employed,507.0,22800.0,0,High School,1
37,Male,54200.0,Employed,741.0,19500.0,0,PhD,1
30,Female,93800.0,Self-Employed,751.0,8500.0,0,Bachelor,1
38,Female,60300.0,Employed,648.0,11700.0,0,PhD,1
42,Female,44700.0,Employed,581.0,15100.0,0,High School,1
39,Male,60200.0,Employed,758.0,12100.0,0,Master,1
21,Male,122200.0,Employed,602.0,25300.0,0,Bachelor,1
44,Male,19500.0,Employed,542.0,6700.0,1,Bachelor,0
56,Female,55100.0,Employed,675.0,8300.0,0,Master,1
45,Male,24400.0,Employed,682.0,12400.0,2,Bachelor,0
56,Male,45300.0,Employed,707.0,7000.0,1,Master,1
51,Male,20700.0,Self-Employed,745.0,32900.0,1,Master,0
51,Female,58600.0,Employed,756.0,35700.0,0,High School,1
22,Male,46200.0,Employed,573.0,6500.0,0,High School,1
39,Female,84900.0,Employed,507.0,21500.0,0,Bachelor,1
32,Male,35000.0,Employed,719.0,14200.0,0,Master,1
30,Female,34500.0,Retired,684.0,17900.0,0,High School,1
51,Male,34700.0,Employed,641.0,24900.0,0,High School,1
65,Female,137400.0,Self-Employed,668.0,5200.0,0,Bachelor,1
42,Female,55100.0,Employed,609.0,34300.0,0,Bachelor,1
43,Male,78600.0,Self-Employed,827.0,24700.0,0,High School,1
43,Female,57700.0,Retired,509.0,34600.0,2,Master,0
35,Male,62400.0,Employed,716.0,5900.0,2,High School,0
46,Female,19200.0,Employed,571.0,17700.0,0,High School,0
23,Female,30300.0,Employed,624.0,24900.0,0,Bachelor,1
43,Male,29400.0,Retired,643.0,23400.0,0,Bachelor,1
40,Male,41300.0,Employed,597.0,30100.0,0,High School,1
65,Male,38100.0,Employed,661.0,23700.0,0,Master,1
60,Male,18000.0,Employed,457.0,5600.0,3,High School,0
59,Male,41000.0,Unemployed,550.0,36000.0,3,High School,0
28,Male,18000.0,Employed,522.0,13500.0,0,Master,1
38,Male,59200.0,Self-Employed,576.0,20300.0,1,High School,0
61,Female,42300.0,Unemployed,612.0,45800.0,0,Master,0
26,Male,74800.0,Employed,679.0,17900.0,0,High School,1
47,Male,44600.0,Employed,625.0,14600.0,0,High School,1
56,Female,31900.0,Employed,606.0,9000.0,0,High School,1
35,Male,18200.0,Employed,635.0,8100.0,1,Bachelor,0
57,Male,32900.0,Employed,621.0,8700.0,3,Bachelor,0
25,Male,27100.0,Employed,648.0,17600.0,0,Bachelor,1
59,Female,48300.0,Employed,652.0,67100.0,2,Bachelor,0
29,Female,32500.0,Retired,614.0,15000.0,0,Bachelor,1
